ID	Election ID	Office Code	Borough Code	Political District	Assembly District	Election District	Election Name	Office Title	Borough Name	ED Used	Number of Candidates	Vote for	Formatted District	Public Counter	Absentee/Military Ballot	Federal Ballot	Emergency Ballot	Affidavit Ballot	Total Votes for this Office	Scattered Votes	Unrecorded Votes
2013G115NY61	2013G	11	5	NY	61		General Election 2013 - 11	Mayor	Richmond		20	01	TOTAL	18075	988	0	0	160	18974	51	249
2013G115NY62	2013G	11	5	NY	62		General Election 2013 - 11	Mayor	Richmond		20	01	TOTAL	21122	762	0	2	107	21681	124	312
2013G115NY63	2013G	11	5	NY	63		General Election 2013 - 11	Mayor	Richmond		20	01	TOTAL	18664	937	0	3	101	19409	72	296
2013G113NY64	2013G	11	3	NY	64		General Election 2013 - 11	Mayor	Kings		20	01	TOTAL	18979	873	0	2	135	19649	58	340
2013G111NY65	2013G	11	1	NY	65		General Election 2013 - 11	Mayor	New York		20	01	TOTAL	16552	329	0	0	190	16827	47	244
2013G111NY66	2013G	11	1	NY	66		General Election 2013 - 11	Mayor	New York		20	01	TOTAL	22232	737	0	1	236	23012	70	194
2013G111NY67	2013G	11	1	NY	67		General Election 2013 - 11	Mayor	New York		20	01	TOTAL	27496	917	0	0	277	28356	106	334
2013G111NY68	2013G	11	1	NY	68		General Election 2013 - 11	Mayor	New York		20	01	TOTAL	17450	400	0	0	268	17954	21	164
2013G111NY69	2013G	11	1	NY	69		General Election 2013 - 11	Mayor	New York		20	01	TOTAL	27975	910	0	58	323	28969	63	297
2013G111NY70	2013G	11	1	NY	70		General Election 2013 - 11	Mayor	New York		20	01	TOTAL	21374	621	0	6	329	22145	32	185
2013G111NY71	2013G	11	1	NY	71		General Election 2013 - 11	Mayor	New York		20	01	TOTAL	20420	494	0	0	275	21001	32	188
2013G111NY72	2013G	11	1	NY	72		General Election 2013 - 11	Mayor	New York		20	01	TOTAL	16145	228	0	0	251	16486	16	138
2013G111NY73	2013G	11	1	NY	73		General Election 2013 - 11	Mayor	New York		20	01	TOTAL	26161	1188	0	0	284	27233	71	400
2013G111NY74	2013G	11	1	NY	74		General Election 2013 - 11	Mayor	New York		20	01	TOTAL	21291	614	0	429	190	22296	30	228
2013G111NY75	2013G	11	1	NY	75		General Election 2013 - 11	Mayor	New York		20	01	TOTAL	21536	712	0	0	248	22263	85	233
2013G111NY76	2013G	11	1	NY	76		General Election 2013 - 11	Mayor	New York		20	01	TOTAL	25170	843	0	1	282	25917	66	379
2013G112NY77	2013G	11	2	NY	77		General Election 2013 - 11	Mayor	Bronx		20	01	TOTAL	10140	220	0	132	181	10530	8	143
2013G112NY78	2013G	11	2	NY	78		General Election 2013 - 11	Mayor	Bronx		20	01	TOTAL	8184	177	0	0	186	8417	13	130
2013G112NY79	2013G	11	2	NY	79		General Election 2013 - 11	Mayor	Bronx		20	01	TOTAL	11851	228	0	0	193	12054	7	218
2013G112NY80	2013G	11	2	NY	80		General Election 2013 - 11	Mayor	Bronx		20	01	TOTAL	11935	506	0	1	173	12385	9	230
2013G112NY81	2013G	11	2	NY	81		General Election 2013 - 11	Mayor	Bronx		20	01	TOTAL	18229	704	0	33	206	18824	27	348
2013G112NY82	2013G	11	2	NY	82		General Election 2013 - 11	Mayor	Bronx		20	01	TOTAL	19482	463	0	78	172	19892	15	303
2013G112NY83	2013G	11	2	NY	83		General Election 2013 - 11	Mayor	Bronx		20	01	TOTAL	15017	346	0	97	175	15503	9	132
2013G112NY84	2013G	11	2	NY	84		General Election 2013 - 11	Mayor	Bronx		20	01	TOTAL	10266	131	0	37	194	10489	4	139
2013G112NY85	2013G	11	2	NY	85		General Election 2013 - 11	Mayor	Bronx		20	01	TOTAL	10671	186	0	67	178	10963	7	139
2013G112NY86	2013G	11	2	NY	86		General Election 2013 - 11	Mayor	Bronx		20	01	TOTAL	8561	156	0	0	196	8799	4	114
2013G112NY87	2013G	11	2	NY	87		General Election 2013 - 11	Mayor	Bronx		20	01	TOTAL	13072	202	0	5	194	13301	6	172
2013G124NY23	2013G	12	4	NY	23		General Election 2013 - 11	Public Advocate	Queens		9	01	TOTAL	18034	815	0	68	259	15600	25	3576
2013G124NY24	2013G	12	4	NY	24		General Election 2013 - 11	Public Advocate	Queens		9	01	TOTAL	13459	475	0	0	101	12557	21	1478
2013G124NY25	2013G	12	4	NY	25		General Election 2013 - 11	Public Advocate	Queens		9	01	TOTAL	13472	397	0	0	89	11651	28	2307
2013G124NY26	2013G	12	4	NY	26		General Election 2013 - 11	Public Advocate	Queens		9	01	TOTAL	21097	878	0	1	115	18331	48	3760
2013G124NY27	2013G	12	4	NY	27		General Election 2013 - 11	Public Advocate	Queens		9	01	TOTAL	14376	601	0	0	113	12807	39	2283
2013G124NY28	2013G	12	4	NY	28		General Election 2013 - 11	Public Advocate	Queens		9	01	TOTAL	17878	728	0	0	98	15792	55	2912
2013G124NY29	2013G	12	4	NY	29		General Election 2013 - 11	Public Advocate	Queens		9	01	TOTAL	17580	497	0	1	167	17604	15	641
2013G124NY30	2013G	12	4	NY	30		General Election 2013 - 11	Public Advocate	Queens		9	01	TOTAL	14367	466	0	14	120	12580	20	2387
2013G124NY31	2013G	12	4	NY	31		General Election 2013 - 11	Public Advocate	Queens		9	01	TOTAL	12019	307	0	0	124	11767	14	683
2013G124NY32	2013G	12	4	NY	32		General Election 2013 - 11	Public Advocate	Queens		9	01	TOTAL	16455	334	0	6	182	16349	5	628
2013G124NY33	2013G	12	4	NY	33		General Election 2013 - 11	Public Advocate	Queens		9	01	TOTAL	19352	404	0	0	136	18806	21	1086
2013G124NY34	2013G	12	4	NY	34		General Election 2013 - 11	Public Advocate	Queens		9	01	TOTAL	10134	237	0	0	121	9222	15	1270
2013G124NY35	2013G	12	4	NY	35		General Election 2013 - 11	Public Advocate	Queens		9	01	TOTAL	9190	375	0	0	98	8726	24	937
2013G124NY36	2013G	12	4	NY	36		General Election 2013 - 11	Public Advocate	Queens		9	01	TOTAL	14716	290	0	1	199	13361	35	1845
2013G124NY37	2013G	12	4	NY	37		General Election 2013 - 11	Public Advocate	Queens		9	01	TOTAL	12663	267	0	59	160	11835	20	1314
2013G124NY38	2013G	12	4	NY	38		General Election 2013 - 11	Public Advocate	Queens		9	01	TOTAL	9719	196	0	1	98	8740	15	1274
2013G124NY39	2013G	12	4	NY	39		General Election 2013 - 11	Public Advocate	Queens		9	01	TOTAL	7292	148	0	0	101	6528	12	1013
2013G124NY40	2013G	12	4	NY	40		General Election 2013 - 11	Public Advocate	Queens		9	01	TOTAL	10014	361	0	0	63	8587	13	1851
2013G123NY41	2013G	12	3	NY	41		General Election 2013 - 11	Public Advocate	Kings		9	01	TOTAL	18152	476	0	7	199	15960	30	2874
2013G123NY42	2013G	12	3	NY	42		General Election 2013 - 11	Public Advocate	Kings		9	01	TOTAL	17221	314	0	2	292	16521	19	1308
2013G123NY43	2013G	12	3	NY	43		General Election 2013 - 11	Public Advocate	Kings		9	01	TOTAL	19018	394	0	0	244	18962	11	694
2013G123NY44	2013G	12	3	NY	44		General Election 2013 - 11	Public Advocate	Kings		9	01	TOTAL	21572	376	0	0	270	19703	41	2515
2013G123NY45	2013G	12	3	NY	45		General Election 2013 - 11	Public Advocate	Kings		9	01	TOTAL	12591	458	0	1	161	9601	35	3610
2013G123NY46	2013G	12	3	NY	46		General Election 2013 - 11	Public Advocate	Kings		9	01	TOTAL	17456	658	0	14	185	14284	103	4029
2013G123NY47	2013G	12	3	NY	47		General Election 2013 - 11	Public Advocate	Kings		9	01	TOTAL	9699	374	0	0	100	8087	23	2086
2013G123NY48	2013G	12	3	NY	48		General Election 2013 - 11	Public Advocate	Kings		9	01	TOTAL	15584	283	0	0	197	11249	55	4815
2013G123NY49	2013G	12	3	NY	49		General Election 2013 - 11	Public Advocate	Kings		9	01	TOTAL	7584	209	0	70	74	6410	12	1527
2013G123NY50	2013G	12	3	NY	50		General Election 2013 - 11	Public Advocate	Kings		9	01	TOTAL	15157	179	0	3	241	13397	37	2183
2013G123NY51	2013G	12	3	NY	51		General Election 2013 - 11	Public Advocate	Kings		9	01	TOTAL	10963	197	0	1	163	10099	12	1225
2013G123NY52	2013G	12	3	NY	52		General Election 2013 - 11	Public Advocate	Kings		9	01	TOTAL	28638	753	0	1017	376	28857	77	1927
2013G123NY53	2013G	12	3	NY	53		General Election 2013 - 11	Public Advocate	Kings		9	01	TOTAL	12315	124	0	53	214	11214	13	1492
2013G123NY54	2013G	12	3	NY	54		General Election 2013 - 11	Public Advocate	Kings		9	01	TOTAL	9847	107	0	16	190	9455	5	705
2013G123NY55	2013G	12	3	NY	55		General Election 2013 - 11	Public Advocate	Kings		9	01	TOTAL	13948	192	0	2	235	13795	3	582
2013G123NY56	2013G	12	3	NY	56		General Election 2013 - 11	Public Advocate	Kings		9	01	TOTAL	17641	223	0	30	263	17635	7	522
2013G123NY57	2013G	12	3	NY	57		General Election 2013 - 11	Public Advocate	Kings		9	01	TOTAL	24525	573	0	122	410	24923	30	707
2013G123NY58	2013G	12	3	NY	58		General Election 2013 - 11	Public Advocate	Kings		9	01	TOTAL	19411	359	0	1	287	19512	5	546
2013G123NY59	2013G	12	3	NY	59		General Election 2013 - 11	Public Advocate	Kings		9	01	TOTAL	19786	339	0	3	250	18607	9	1771
2013G123NY60	2013G	12	3	NY	60		General Election 2013 - 11	Public Advocate	Kings		9	01	TOTAL	16891	159	0	11	253	16460	10	854
2013G125NY61	2013G	12	5	NY	61		General Election 2013 - 11	Public Advocate	Richmond		9	01	TOTAL	18075	988	0	0	160	17460	28	1763
2013G125NY62	2013G	12	5	NY	62		General Election 2013 - 11	Public Advocate	Richmond		9	01	TOTAL	21122	762	0	2	107	17627	51	4366
2013G125NY63	2013G	12	5	NY	63		General Election 2013 - 11	Public Advocate	Richmond		9	01	TOTAL	18664	937	0	3	101	16549	41	3156
2013G123NY64	2013G	12	3	NY	64		General Election 2013 - 11	Public Advocate	Kings		9	01	TOTAL	18979	873	0	2	135	16491	40	3498
2013G121NY65	2013G	12	1	NY	65		General Election 2013 - 11	Public Advocate	New York		9	01	TOTAL	16552	329	0	0	190	14106	56	2965
2013G121NY66	2013G	12	1	NY	66		General Election 2013 - 11	Public Advocate	New York		9	01	TOTAL	22232	737	0	1	236	21072	56	2134
2013G121NY67	2013G	12	1	NY	67		General Election 2013 - 11	Public Advocate	New York		9	01	TOTAL	27496	917	0	0	277	25309	100	3381
2013G121NY68	2013G	12	1	NY	68		General Election 2013 - 11	Public Advocate	New York		9	01	TOTAL	17450	400	0	0	268	16309	12	1809
2013G121NY69	2013G	12	1	NY	69		General Election 2013 - 11	Public Advocate	New York		9	01	TOTAL	27975	910	0	58	323	26671	66	2595
2013G121NY70	2013G	12	1	NY	70		General Election 2013 - 11	Public Advocate	New York		9	01	TOTAL	21374	621	0	6	329	21099	29	1231
2013G121NY71	2013G	12	1	NY	71		General Election 2013 - 11	Public Advocate	New York		9	01	TOTAL	20420	494	0	0	275	19320	21	1869
2013G121NY72	2013G	12	1	NY	72		General Election 2013 - 11	Public Advocate	New York		9	01	TOTAL	16145	228	0	0	251	14558	22	2066
2013G121NY73	2013G	12	1	NY	73		General Election 2013 - 11	Public Advocate	New York		9	01	TOTAL	26161	1188	0	0	284	22677	50	4956
2013G121NY74	2013G	12	1	NY	74		General Election 2013 - 11	Public Advocate	New York		9	01	TOTAL	21291	614	0	429	190	20028	45	2496
2013G121NY75	2013G	12	1	NY	75		General Election 2013 - 11	Public Advocate	New York		9	01	TOTAL	21536	712	0	0	248	20113	51	2383
2013G121NY76	2013G	12	1	NY	76		General Election 2013 - 11	Public Advocate	New York		9	01	TOTAL	25170	843	0	1	282	22269	77	4027
2013G122NY77	2013G	12	2	NY	77		General Election 2013 - 11	Public Advocate	Bronx		9	01	TOTAL	10140	220	0	132	181	9920	8	753
2013G122NY78	2013G	12	2	NY	78		General Election 2013 - 11	Public Advocate	Bronx		9	01	TOTAL	8184	177	0	0	186	7804	13	743
2013G122NY79	2013G	12	2	NY	79		General Election 2013 - 11	Public Advocate	Bronx		9	01	TOTAL	11851	228	0	0	193	11205	4	1067
2013G122NY80	2013G	12	2	NY	80		General Election 2013 - 11	Public Advocate	Bronx		9	01	TOTAL	11935	506	0	1	173	11180	14	1435
2013G122NY81	2013G	12	2	NY	81		General Election 2013 - 11	Public Advocate	Bronx		9	01	TOTAL	18229	704	0	33	206	16887	36	2285
2013G122NY82	2013G	12	2	NY	82		General Election 2013 - 11	Public Advocate	Bronx		9	01	TOTAL	19482	463	0	78	172	17903	26	2292
2013G122NY83	2013G	12	2	NY	83		General Election 2013 - 11	Public Advocate	Bronx		9	01	TOTAL	15017	346	0	97	175	14946	11	689
2013G122NY84	2013G	12	2	NY	84		General Election 2013 - 11	Public Advocate	Bronx		9	01	TOTAL	10266	131	0	37	194	9632	8	996
2013G122NY85	2013G	12	2	NY	85		General Election 2013 - 11	Public Advocate	Bronx		9	01	TOTAL	10671	186	0	67	178	10181	6	921
2013G122NY86	2013G	12	2	NY	86		General Election 2013 - 11	Public Advocate	Bronx		9	01	TOTAL	8561	156	0	0	196	8197	5	716
2013G122NY87	2013G	12	2	NY	87		General Election 2013 - 11	Public Advocate	Bronx		9	01	TOTAL	13072	202	0	5	194	12318	7	1155
2013G134NY23	2013G	13	4	NY	23		General Election 2013 - 11	City Comptroller	Queens		9	01	TOTAL	18034	815	0	68	259	17518	13	1658
2013G134NY24	2013G	13	4	NY	24		General Election 2013 - 11	City Comptroller	Queens		9	01	TOTAL	13459	475	0	0	101	13364	4	671
2013G134NY25	2013G	13	4	NY	25		General Election 2013 - 11	City Comptroller	Queens		9	01	TOTAL	13472	397	0	0	89	12880	9	1078
2013G134NY26	2013G	13	4	NY	26		General Election 2013 - 11	City Comptroller	Queens		9	01	TOTAL	21097	878	0	1	115	20737	4	1354
2013G134NY27	2013G	13	4	NY	27		General Election 2013 - 11	City Comptroller	Queens		9	01	TOTAL	14376	601	0	0	113	14073	12	1017
2013G134NY28	2013G	13	4	NY	28		General Election 2013 - 11	City Comptroller	Queens		9	01	TOTAL	17878	728	0	0	98	17625	12	1079
2013G134NY29	2013G	13	4	NY	29		General Election 2013 - 11	City Comptroller	Queens		9	01	TOTAL	17580	497	0	1	167	17491	7	754
2013G134NY30	2013G	13	4	NY	30		General Election 2013 - 11	City Comptroller	Queens		9	01	TOTAL	14367	466	0	14	120	13956	11	1011
2013G134NY31	2013G	13	4	NY	31		General Election 2013 - 11	City Comptroller	Queens		9	01	TOTAL	12019	307	0	0	124	11772	5	678
2013G134NY32	2013G	13	4	NY	32		General Election 2013 - 11	City Comptroller	Queens		9	01	TOTAL	16455	334	0	6	182	16101	5	876
2013G134NY33	2013G	13	4	NY	33		General Election 2013 - 11	City Comptroller	Queens		9	01	TOTAL	19352	404	0	0	136	19005	7	887
2013G134NY34	2013G	13	4	NY	34		General Election 2013 - 11	City Comptroller	Queens		9	01	TOTAL	10134	237	0	0	121	9768	1	724
2013G134NY35	2013G	13	4	NY	35		General Election 2013 - 11	City Comptroller	Queens		9	01	TOTAL	9190	375	0	0	98	9028	7	635
2013G134NY36	2013G	13	4	NY	36		General Election 2013 - 11	City Comptroller	Queens		9	01	TOTAL	14716	290	0	1	199	14134	15	1072
2013G134NY37	2013G	13	4	NY	37		General Election 2013 - 11	City Comptroller	Queens		9	01	TOTAL	12663	267	0	59	160	12354	10	795
2013G134NY38	2013G	13	4	NY	38		General Election 2013 - 11	City Comptroller	Queens		9	01	TOTAL	9719	196	0	1	98	9358	3	656
2013G134NY39	2013G	13	4	NY	39		General Election 2013 - 11	City Comptroller	Queens		9	01	TOTAL	7292	148	0	0	101	6945	3	596
2013G134NY40	2013G	13	4	NY	40		General Election 2013 - 11	City Comptroller	Queens		9	01	TOTAL	10014	361	0	0	63	9370	2	1068
2013G133NY41	2013G	13	3	NY	41		General Election 2013 - 11	City Comptroller	Kings		9	01	TOTAL	18152	476	0	7	199	17268	15	1566
2013G133NY42	2013G	13	3	NY	42		General Election 2013 - 11	City Comptroller	Kings		9	01	TOTAL	17221	314	0	2	292	16683	8	1146
2013G133NY43	2013G	13	3	NY	43		General Election 2013 - 11	City Comptroller	Kings		9	01	TOTAL	19018	394	0	0	244	18601	8	1055
2013G133NY44	2013G	13	3	NY	44		General Election 2013 - 11	City Comptroller	Kings		9	01	TOTAL	21572	376	0	0	270	20790	19	1428
2013G133NY45	2013G	13	3	NY	45		General Election 2013 - 11	City Comptroller	Kings		9	01	TOTAL	12591	458	0	1	161	11255	9	1956
2013G133NY46	2013G	13	3	NY	46		General Election 2013 - 11	City Comptroller	Kings		9	01	TOTAL	17456	658	0	14	185	16166	5	2147
2013G133NY47	2013G	13	3	NY	47		General Election 2013 - 11	City Comptroller	Kings		9	01	TOTAL	9699	374	0	0	100	9087	7	1086
2013G133NY48	2013G	13	3	NY	48		General Election 2013 - 11	City Comptroller	Kings		9	01	TOTAL	15584	283	0	0	197	13567	20	2497
2013G133NY49	2013G	13	3	NY	49		General Election 2013 - 11	City Comptroller	Kings		9	01	TOTAL	7584	209	0	70	74	7078	5	859
2013G133NY50	2013G	13	3	NY	50		General Election 2013 - 11	City Comptroller	Kings		9	01	TOTAL	15157	179	0	3	241	13954	16	1626
2013G133NY51	2013G	13	3	NY	51		General Election 2013 - 11	City Comptroller	Kings		9	01	TOTAL	10963	197	0	1	163	10397	10	927
2013G133NY52	2013G	13	3	NY	52		General Election 2013 - 11	City Comptroller	Kings		9	01	TOTAL	28638	753	0	1017	376	29622	19	1162
2013G133NY53	2013G	13	3	NY	53		General Election 2013 - 11	City Comptroller	Kings		9	01	TOTAL	12315	124	0	53	214	11281	11	1425
2013G133NY54	2013G	13	3	NY	54		General Election 2013 - 11	City Comptroller	Kings		9	01	TOTAL	9847	107	0	16	190	9355	2	805
2013G133NY55	2013G	13	3	NY	55		General Election 2013 - 11	City Comptroller	Kings		9	01	TOTAL	13948	192	0	2	235	13377	2	1000
2013G133NY56	2013G	13	3	NY	56		General Election 2013 - 11	City Comptroller	Kings		9	01	TOTAL	17641	223	0	30	263	17067	4	1090
2013G133NY57	2013G	13	3	NY	57		General Election 2013 - 11	City Comptroller	Kings		9	01	TOTAL	24525	573	0	122	410	24314	18	1316
2013G133NY58	2013G	13	3	NY	58		General Election 2013 - 11	City Comptroller	Kings		9	01	TOTAL	19411	359	0	1	287	19149	5	909
2013G133NY59	2013G	13	3	NY	59		General Election 2013 - 11	City Comptroller	Kings		9	01	TOTAL	19786	339	0	3	250	19226	6	1152
2013G133NY60	2013G	13	3	NY	60		General Election 2013 - 11	City Comptroller	Kings		9	01	TOTAL	16891	159	0	11	253	16052	9	1262
2013G135NY61	2013G	13	5	NY	61		General Election 2013 - 11	City Comptroller	Richmond		9	01	TOTAL	18075	988	0	0	160	18322	14	901
2013G135NY62	2013G	13	5	NY	62		General Election 2013 - 11	City Comptroller	Richmond		9	01	TOTAL	21122	762	0	2	107	20736	10	1257
2013G135NY63	2013G	13	5	NY	63		General Election 2013 - 11	City Comptroller	Richmond		9	01	TOTAL	18664	937	0	3	101	18614	8	1091
2013G133NY64	2013G	13	3	NY	64		General Election 2013 - 11	City Comptroller	Kings		9	01	TOTAL	18979	873	0	2	135	18744	12	1245
2013G131NY65	2013G	13	1	NY	65		General Election 2013 - 11	City Comptroller	New York		9	01	TOTAL	16552	329	0	0	190	15360	21	1711
2013G131NY66	2013G	13	1	NY	66		General Election 2013 - 11	City Comptroller	New York		9	01	TOTAL	22232	737	0	1	236	22418	17	788
2013G131NY67	2013G	13	1	NY	67		General Election 2013 - 11	City Comptroller	New York		9	01	TOTAL	27496	917	0	0	277	27777	14	913
2013G131NY68	2013G	13	1	NY	68		General Election 2013 - 11	City Comptroller	New York		9	01	TOTAL	17450	400	0	0	268	16641	10	1477
2013G131NY69	2013G	13	1	NY	69		General Election 2013 - 11	City Comptroller	New York		9	01	TOTAL	27975	910	0	58	323	28034	19	1232
2013G131NY70	2013G	13	1	NY	70		General Election 2013 - 11	City Comptroller	New York		9	01	TOTAL	21374	621	0	6	329	21007	28	1323
2013G131NY71	2013G	13	1	NY	71		General Election 2013 - 11	City Comptroller	New York		9	01	TOTAL	20420	494	0	0	275	19621	26	1568
2013G131NY72	2013G	13	1	NY	72		General Election 2013 - 11	City Comptroller	New York		9	01	TOTAL	16145	228	0	0	251	14953	11	1671
2013G131NY73	2013G	13	1	NY	73		General Election 2013 - 11	City Comptroller	New York		9	01	TOTAL	26161	1188	0	0	284	26520	7	1113
2013G131NY74	2013G	13	1	NY	74		General Election 2013 - 11	City Comptroller	New York		9	01	TOTAL	21291	614	0	429	190	21367	7	1157
2013G131NY75	2013G	13	1	NY	75		General Election 2013 - 11	City Comptroller	New York		9	01	TOTAL	21536	712	0	0	248	21598	8	898
2013G131NY76	2013G	13	1	NY	76		General Election 2013 - 11	City Comptroller	New York		9	01	TOTAL	25170	843	0	1	282	25172	14	1124
2013G132NY77	2013G	13	2	NY	77		General Election 2013 - 11	City Comptroller	Bronx		9	01	TOTAL	10140	220	0	132	181	9859	4	814
2013G132NY78	2013G	13	2	NY	78		General Election 2013 - 11	City Comptroller	Bronx		9	01	TOTAL	8184	177	0	0	186	7903	6	644
2013G132NY79	2013G	13	2	NY	79		General Election 2013 - 11	City Comptroller	Bronx		9	01	TOTAL	11851	228	0	0	193	11108	3	1164
2013G132NY80	2013G	13	2	NY	80		General Election 2013 - 11	City Comptroller	Bronx		9	01	TOTAL	11935	506	0	1	173	11592	8	1023
2013G132NY81	2013G	13	2	NY	81		General Election 2013 - 11	City Comptroller	Bronx		9	01	TOTAL	18229	704	0	33	206	18098	11	1074
2013G132NY82	2013G	13	2	NY	82		General Election 2013 - 11	City Comptroller	Bronx		9	01	TOTAL	19482	463	0	78	172	18720	8	1475
2013G132NY83	2013G	13	2	NY	83		General Election 2013 - 11	City Comptroller	Bronx		9	01	TOTAL	15017	346	0	97	175	14812	5	823
2013G132NY84	2013G	13	2	NY	84		General Election 2013 - 11	City Comptroller	Bronx		9	01	TOTAL	10266	131	0	37	194	9577	6	1051
2013G132NY85	2013G	13	2	NY	85		General Election 2013 - 11	City Comptroller	Bronx		9	01	TOTAL	10671	186	0	67	178	10126	4	976
