ID	Election ID	Office Code	Borough Code	Political District	Assembly District	Election District	Election Name	Office Title	Borough Name	ED Used	Number of Candidates	Vote for	Formatted District	Public Counter	Absentee/Military Ballot	Federal Ballot	Emergency Ballot	Affidavit Ballot	Total Votes for this Office	Scattered Votes	Unrecorded Votes
2013G132NY86	2013G	13	2	NY	86		General Election 2013 - 11	City Comptroller	Bronx		9	01	TOTAL	8561	156	0	0	196	8174	0	739
2013G132NY87	2013G	13	2	NY	87		General Election 2013 - 11	City Comptroller	Bronx		9	01	TOTAL	13072	202	0	5	194	12358	5	1115
2013G1410165	2013G	14	1	01	65		General Election 2013 - 11	Justice of the Supreme Court	New York		4	03	TOTAL	16552	329	0	0	190	29692	101	21521
2013G1410166	2013G	14	1	01	66		General Election 2013 - 11	Justice of the Supreme Court	New York		4	03	TOTAL	22232	737	0	1	236	50946	103	18672
2013G1410167	2013G	14	1	01	67		General Election 2013 - 11	Justice of the Supreme Court	New York		4	03	TOTAL	27496	917	0	0	277	61573	119	24497
2013G1410168	2013G	14	1	01	68		General Election 2013 - 11	Justice of the Supreme Court	New York		4	03	TOTAL	17450	400	0	0	268	29964	62	24390
2013G1410169	2013G	14	1	01	69		General Election 2013 - 11	Justice of the Supreme Court	New York		4	03	TOTAL	27975	910	0	58	323	61397	100	26401
2013G1410170	2013G	14	1	01	70		General Election 2013 - 11	Justice of the Supreme Court	New York		4	03	TOTAL	21374	621	0	6	329	39559	61	27431
2013G1410171	2013G	14	1	01	71		General Election 2013 - 11	Justice of the Supreme Court	New York		4	03	TOTAL	20420	494	0	0	275	36984	59	26583
2013G1410172	2013G	14	1	01	72		General Election 2013 - 11	Justice of the Supreme Court	New York		4	03	TOTAL	16145	228	0	0	251	27030	43	22842
2013G1410173	2013G	14	1	01	73		General Election 2013 - 11	Justice of the Supreme Court	New York		4	03	TOTAL	26161	1188	0	0	284	54775	117	28124
2013G1410174	2013G	14	1	01	74		General Election 2013 - 11	Justice of the Supreme Court	New York		4	03	TOTAL	21291	614	0	429	190	44557	68	23015
2013G1410175	2013G	14	1	01	75		General Election 2013 - 11	Justice of the Supreme Court	New York		4	03	TOTAL	21536	712	0	0	248	47161	87	20327
2013G1410176	2013G	14	1	01	76		General Election 2013 - 11	Justice of the Supreme Court	New York		4	03	TOTAL	25170	843	0	1	282	52852	98	26036
2013G1430241	2013G	14	3	02	41		General Election 2013 - 11	Justice of the Supreme Court	Kings		18	05	TOTAL	18152	476	0	7	199	62963	58	31207
2013G1430242	2013G	14	3	02	42		General Election 2013 - 11	Justice of the Supreme Court	Kings		18	05	TOTAL	17221	314	0	2	292	60162	69	28983
2013G1430243	2013G	14	3	02	43		General Election 2013 - 11	Justice of the Supreme Court	Kings		18	05	TOTAL	19018	394	0	0	244	68722	52	29558
2013G1430244	2013G	14	3	02	44		General Election 2013 - 11	Justice of the Supreme Court	Kings		18	05	TOTAL	21572	376	0	0	270	78863	121	32227
2013G1430245	2013G	14	3	02	45		General Election 2013 - 11	Justice of the Supreme Court	Kings		18	05	TOTAL	12591	458	0	1	161	39015	98	27040
2013G1430246	2013G	14	3	02	46		General Election 2013 - 11	Justice of the Supreme Court	Kings		18	05	TOTAL	17456	658	0	14	185	56191	58	35374
2013G1430247	2013G	14	3	02	47		General Election 2013 - 11	Justice of the Supreme Court	Kings		18	05	TOTAL	9699	374	0	0	100	31979	71	18886
2013G1430248	2013G	14	3	02	48		General Election 2013 - 11	Justice of the Supreme Court	Kings		18	05	TOTAL	15584	283	0	0	197	43762	130	36558
2013G1430249	2013G	14	3	02	49		General Election 2013 - 11	Justice of the Supreme Court	Kings		18	05	TOTAL	7584	209	0	70	74	25566	30	14119
2013G1430250	2013G	14	3	02	50		General Election 2013 - 11	Justice of the Supreme Court	Kings		18	05	TOTAL	15157	179	0	3	241	43978	100	33922
2013G1430251	2013G	14	3	02	51		General Election 2013 - 11	Justice of the Supreme Court	Kings		18	05	TOTAL	10963	197	0	1	163	36143	48	20477
2013G1430252	2013G	14	3	02	52		General Election 2013 - 11	Justice of the Supreme Court	Kings		18	05	TOTAL	28638	753	0	1017	376	117992	182	35928
2013G1430253	2013G	14	3	02	53		General Election 2013 - 11	Justice of the Supreme Court	Kings		18	05	TOTAL	12315	124	0	53	214	38460	66	25070
2013G1430254	2013G	14	3	02	54		General Election 2013 - 11	Justice of the Supreme Court	Kings		18	05	TOTAL	9847	107	0	16	190	31347	10	19453
2013G1430255	2013G	14	3	02	55		General Election 2013 - 11	Justice of the Supreme Court	Kings		18	05	TOTAL	13948	192	0	2	235	45776	10	26109
2013G1430256	2013G	14	3	02	56		General Election 2013 - 11	Justice of the Supreme Court	Kings		18	05	TOTAL	17641	223	0	30	263	58323	22	32462
2013G1430257	2013G	14	3	02	57		General Election 2013 - 11	Justice of the Supreme Court	Kings		18	05	TOTAL	24525	573	0	122	410	89224	118	38926
2013G1430258	2013G	14	3	02	58		General Election 2013 - 11	Justice of the Supreme Court	Kings		18	05	TOTAL	19411	359	0	1	287	70312	8	29978
2013G1430259	2013G	14	3	02	59		General Election 2013 - 11	Justice of the Supreme Court	Kings		18	05	TOTAL	19786	339	0	3	250	71091	22	30799
2013G1430260	2013G	14	3	02	60		General Election 2013 - 11	Justice of the Supreme Court	Kings		18	05	TOTAL	16891	159	0	11	253	54452	32	32118
2013G1430264	2013G	14	3	02	64		General Election 2013 - 11	Justice of the Supreme Court	Kings		18	05	TOTAL	4721	118	0	0	56	18391	9	6084
2013G1441123	2013G	14	4	11	23		General Election 2013 - 11	Justice of the Supreme Court	Queens		9	03	TOTAL	18034	815	0	68	259	40751	44	16777
2013G1441124	2013G	14	4	11	24		General Election 2013 - 11	Justice of the Supreme Court	Queens		9	03	TOTAL	13459	475	0	0	101	31297	34	10808
2013G1441125	2013G	14	4	11	25		General Election 2013 - 11	Justice of the Supreme Court	Queens		9	03	TOTAL	13472	397	0	0	89	30236	50	11638
2013G1441126	2013G	14	4	11	26		General Election 2013 - 11	Justice of the Supreme Court	Queens		9	03	TOTAL	21097	878	0	1	115	50988	48	15285
2013G1441127	2013G	14	4	11	27		General Election 2013 - 11	Justice of the Supreme Court	Queens		9	03	TOTAL	14376	601	0	0	113	32541	42	12729
2013G1441128	2013G	14	4	11	28		General Election 2013 - 11	Justice of the Supreme Court	Queens		9	03	TOTAL	17878	728	0	0	98	42221	74	13891
2013G1441129	2013G	14	4	11	29		General Election 2013 - 11	Justice of the Supreme Court	Queens		9	03	TOTAL	17580	497	0	1	167	38797	21	15938
2013G1441130	2013G	14	4	11	30		General Election 2013 - 11	Justice of the Supreme Court	Queens		9	03	TOTAL	14367	466	0	14	120	32417	52	12484
2013G1441131	2013G	14	4	11	31		General Election 2013 - 11	Justice of the Supreme Court	Queens		9	03	TOTAL	12019	307	0	0	124	25710	21	11640
2013G1441132	2013G	14	4	11	32		General Election 2013 - 11	Justice of the Supreme Court	Queens		9	03	TOTAL	16455	334	0	6	182	34056	20	16875
2013G1441133	2013G	14	4	11	33		General Election 2013 - 11	Justice of the Supreme Court	Queens		9	03	TOTAL	19352	404	0	0	136	42079	33	17597
2013G1441134	2013G	14	4	11	34		General Election 2013 - 11	Justice of the Supreme Court	Queens		9	03	TOTAL	10134	237	0	0	121	21848	42	9628
2013G1441135	2013G	14	4	11	35		General Election 2013 - 11	Justice of the Supreme Court	Queens		9	03	TOTAL	9190	375	0	0	98	19385	24	9604
2013G1441136	2013G	14	4	11	36		General Election 2013 - 11	Justice of the Supreme Court	Queens		9	03	TOTAL	14716	290	0	1	199	33219	67	12399
2013G1441137	2013G	14	4	11	37		General Election 2013 - 11	Justice of the Supreme Court	Queens		9	03	TOTAL	12663	267	0	59	160	27920	47	11527
2013G1441138	2013G	14	4	11	38		General Election 2013 - 11	Justice of the Supreme Court	Queens		9	03	TOTAL	9719	196	0	1	98	20956	37	9086
2013G1441139	2013G	14	4	11	39		General Election 2013 - 11	Justice of the Supreme Court	Queens		9	03	TOTAL	7292	148	0	0	101	15389	28	7234
2013G1441140	2013G	14	4	11	40		General Election 2013 - 11	Justice of the Supreme Court	Queens		9	03	TOTAL	10014	361	0	0	63	21569	29	9745
2013G1421277	2013G	14	2	12	77		General Election 2013 - 11	Justice of the Supreme Court	Bronx		9	04	TOTAL	10140	220	0	132	181	25339	3	17353
2013G1421278	2013G	14	2	12	78		General Election 2013 - 11	Justice of the Supreme Court	Bronx		9	04	TOTAL	8184	177	0	0	186	19959	21	14229
2013G1421279	2013G	14	2	12	79		General Election 2013 - 11	Justice of the Supreme Court	Bronx		9	04	TOTAL	11851	228	0	0	193	27730	37	21358
2013G1421280	2013G	14	2	12	80		General Election 2013 - 11	Justice of the Supreme Court	Bronx		9	04	TOTAL	11935	506	0	1	173	29499	10	20961
2013G1421281	2013G	14	2	12	81		General Election 2013 - 11	Justice of the Supreme Court	Bronx		9	04	TOTAL	18229	704	0	33	206	51929	51	24759
2013G1421282	2013G	14	2	12	82		General Election 2013 - 11	Justice of the Supreme Court	Bronx		9	04	TOTAL	19482	463	0	78	172	48828	29	31952
2013G1421283	2013G	14	2	12	83		General Election 2013 - 11	Justice of the Supreme Court	Bronx		9	04	TOTAL	15017	346	0	97	175	39523	16	23017
2013G1421284	2013G	14	2	12	84		General Election 2013 - 11	Justice of the Supreme Court	Bronx		9	04	TOTAL	10266	131	0	37	194	23336	11	19176
2013G1421285	2013G	14	2	12	85		General Election 2013 - 11	Justice of the Supreme Court	Bronx		9	04	TOTAL	10671	186	0	67	178	24738	9	19670
2013G1421286	2013G	14	2	12	86		General Election 2013 - 11	Justice of the Supreme Court	Bronx		9	04	TOTAL	8561	156	0	0	196	20813	10	14839
2013G1421287	2013G	14	2	12	87		General Election 2013 - 11	Justice of the Supreme Court	Bronx		9	04	TOTAL	13072	202	0	5	194	32082	11	21810
2013G1711065	2013G	17	1	10	65		General Election 2013 - 11	Judge of the Civil Court - County	New York		4	04	TOTAL	16552	329	0	0	190	33765	151	34519
2013G1711066	2013G	17	1	10	66		General Election 2013 - 11	Judge of the Civil Court - County	New York		4	04	TOTAL	22232	737	0	1	236	59765	138	33059
2013G1711067	2013G	17	1	10	67		General Election 2013 - 11	Judge of the Civil Court - County	New York		4	04	TOTAL	27496	917	0	0	277	72002	166	42758
2013G1711068	2013G	17	1	10	68		General Election 2013 - 11	Judge of the Civil Court - County	New York		4	04	TOTAL	17450	400	0	0	268	34402	46	38070
2013G1711069	2013G	17	1	10	69		General Election 2013 - 11	Judge of the Civil Court - County	New York		4	04	TOTAL	27975	910	0	58	323	72614	139	44450
2013G1711070	2013G	17	1	10	70		General Election 2013 - 11	Judge of the Civil Court - County	New York		4	04	TOTAL	21374	621	0	6	329	46481	152	42839
2013G1711071	2013G	17	1	10	71		General Election 2013 - 11	Judge of the Civil Court - County	New York		4	04	TOTAL	20420	494	0	0	275	42986	89	41770
2013G1711072	2013G	17	1	10	72		General Election 2013 - 11	Judge of the Civil Court - County	New York		4	04	TOTAL	16145	228	0	0	251	31322	59	35174
2013G1711073	2013G	17	1	10	73		General Election 2013 - 11	Judge of the Civil Court - County	New York		4	04	TOTAL	26161	1188	0	0	284	60039	140	50493
2013G1711074	2013G	17	1	10	74		General Election 2013 - 11	Judge of the Civil Court - County	New York		4	04	TOTAL	21291	614	0	429	190	51720	129	38376
2013G1711075	2013G	17	1	10	75		General Election 2013 - 11	Judge of the Civil Court - County	New York		4	04	TOTAL	21536	712	0	0	248	55190	137	34794
2013G1711076	2013G	17	1	10	76		General Election 2013 - 11	Judge of the Civil Court - County	New York		4	04	TOTAL	25170	843	0	1	282	59512	172	45672
2013G1721177	2013G	17	2	11	77		General Election 2013 - 11	Judge of the Civil Court - County	Bronx		3	01	TOTAL	10140	220	0	132	181	8731	5	1942
2013G1721178	2013G	17	2	11	78		General Election 2013 - 11	Judge of the Civil Court - County	Bronx		3	01	TOTAL	8184	177	0	0	186	7054	13	1493
2013G1721179	2013G	17	2	11	79		General Election 2013 - 11	Judge of the Civil Court - County	Bronx		3	01	TOTAL	11851	228	0	0	193	9748	8	2524
2013G1721180	2013G	17	2	11	80		General Election 2013 - 11	Judge of the Civil Court - County	Bronx		3	01	TOTAL	11935	506	0	1	173	10288	11	2327
2013G1721181	2013G	17	2	11	81		General Election 2013 - 11	Judge of the Civil Court - County	Bronx		3	01	TOTAL	18229	704	0	33	206	16119	57	3053
2013G1721182	2013G	17	2	11	82		General Election 2013 - 11	Judge of the Civil Court - County	Bronx		3	01	TOTAL	19482	463	0	78	172	16275	18	3920
2013G1721183	2013G	17	2	11	83		General Election 2013 - 11	Judge of the Civil Court - County	Bronx		3	01	TOTAL	15017	346	0	97	175	12982	8	2653
2013G1721184	2013G	17	2	11	84		General Election 2013 - 11	Judge of the Civil Court - County	Bronx		3	01	TOTAL	10266	131	0	37	194	8442	7	2186
2013G1721185	2013G	17	2	11	85		General Election 2013 - 11	Judge of the Civil Court - County	Bronx		3	01	TOTAL	10671	186	0	67	178	8775	6	2327
2013G1721186	2013G	17	2	11	86		General Election 2013 - 11	Judge of the Civil Court - County	Bronx		3	01	TOTAL	8561	156	0	0	196	7268	2	1645
2013G1721187	2013G	17	2	11	87		General Election 2013 - 11	Judge of the Civil Court - County	Bronx		3	01	TOTAL	13072	202	0	5	194	10708	5	2765
2013G1731241	2013G	17	3	12	41		General Election 2013 - 11	Judge of the Civil Court - County	Kings		2	01	TOTAL	18152	476	0	7	199	13875	9	4959
2013G1731242	2013G	17	3	12	42		General Election 2013 - 11	Judge of the Civil Court - County	Kings		2	01	TOTAL	17221	314	0	2	292	14009	11	3820
2013G1731243	2013G	17	3	12	43		General Election 2013 - 11	Judge of the Civil Court - County	Kings		2	01	TOTAL	19018	394	0	0	244	15943	9	3713
2013G1731244	2013G	17	3	12	44		General Election 2013 - 11	Judge of the Civil Court - County	Kings		2	01	TOTAL	21572	376	0	0	270	16900	27	5318
2013G1731245	2013G	17	3	12	45		General Election 2013 - 11	Judge of the Civil Court - County	Kings		2	01	TOTAL	12591	458	0	1	161	8334	18	4877
2013G1731246	2013G	17	3	12	46		General Election 2013 - 11	Judge of the Civil Court - County	Kings		2	01	TOTAL	17456	658	0	14	185	12218	9	6095
2013G1731247	2013G	17	3	12	47		General Election 2013 - 11	Judge of the Civil Court - County	Kings		2	01	TOTAL	9699	374	0	0	100	7093	10	3080
2013G1731248	2013G	17	3	12	48		General Election 2013 - 11	Judge of the Civil Court - County	Kings		2	01	TOTAL	15584	283	0	0	197	9098	29	6966
2013G1731249	2013G	17	3	12	49		General Election 2013 - 11	Judge of the Civil Court - County	Kings		2	01	TOTAL	7584	209	0	70	74	5687	5	2250
2013G1731250	2013G	17	3	12	50		General Election 2013 - 11	Judge of the Civil Court - County	Kings		2	01	TOTAL	15157	179	0	3	241	9989	16	5591
2013G1731251	2013G	17	3	12	51		General Election 2013 - 11	Judge of the Civil Court - County	Kings		2	01	TOTAL	10963	197	0	1	163	8714	5	2610
2013G1731252	2013G	17	3	12	52		General Election 2013 - 11	Judge of the Civil Court - County	Kings		2	01	TOTAL	28638	753	0	1017	376	24960	35	5824
2013G1731253	2013G	17	3	12	53		General Election 2013 - 11	Judge of the Civil Court - County	Kings		2	01	TOTAL	12315	124	0	53	214	9562	14	3144
2013G1731254	2013G	17	3	12	54		General Election 2013 - 11	Judge of the Civil Court - County	Kings		2	01	TOTAL	9847	107	0	16	190	8232	8	1928
2013G1731255	2013G	17	3	12	55		General Election 2013 - 11	Judge of the Civil Court - County	Kings		2	01	TOTAL	13948	192	0	2	235	11646	1	2731
2013G1731256	2013G	17	3	12	56		General Election 2013 - 11	Judge of the Civil Court - County	Kings		2	01	TOTAL	17641	223	0	30	263	14717	8	3440
2013G1731257	2013G	17	3	12	57		General Election 2013 - 11	Judge of the Civil Court - County	Kings		2	01	TOTAL	24525	573	0	122	410	20814	18	4816
2013G1731258	2013G	17	3	12	58		General Election 2013 - 11	Judge of the Civil Court - County	Kings		2	01	TOTAL	19411	359	0	1	287	16878	4	3180
2013G1731259	2013G	17	3	12	59		General Election 2013 - 11	Judge of the Civil Court - County	Kings		2	01	TOTAL	19786	339	0	3	250	16344	1	4034
2013G1731260	2013G	17	3	12	60		General Election 2013 - 11	Judge of the Civil Court - County	Kings		2	01	TOTAL	16891	159	0	11	253	13800	8	3514
2013G1731264	2013G	17	3	12	64		General Election 2013 - 11	Judge of the Civil Court - County	Kings		2	01	TOTAL	4721	118	0	0	56	3748	2	1147
2013G1811065	2013G	18	1	10	65		General Election 2013 - 11	Borough President	New York		5	01	TOTAL	16552	329	0	0	190	13837	22	3234
2013G1811066	2013G	18	1	10	66		General Election 2013 - 11	Borough President	New York		5	01	TOTAL	22232	737	0	1	236	21364	16	1842
2013G1811067	2013G	18	1	10	67		General Election 2013 - 11	Borough President	New York		5	01	TOTAL	27496	917	0	0	277	27104	12	1586
2013G1811068	2013G	18	1	10	68		General Election 2013 - 11	Borough President	New York		5	01	TOTAL	17450	400	0	0	268	15146	11	2972
2013G1811069	2013G	18	1	10	69		General Election 2013 - 11	Borough President	New York		5	01	TOTAL	27975	910	0	58	323	27049	17	2217
2013G1811070	2013G	18	1	10	70		General Election 2013 - 11	Borough President	New York		5	01	TOTAL	21374	621	0	6	329	19356	19	2974
2013G1811071	2013G	18	1	10	71		General Election 2013 - 11	Borough President	New York		5	01	TOTAL	20420	494	0	0	275	17958	21	3231
2013G1811072	2013G	18	1	10	72		General Election 2013 - 11	Borough President	New York		5	01	TOTAL	16145	228	0	0	251	13452	19	3172
2013G1811073	2013G	18	1	10	73		General Election 2013 - 11	Borough President	New York		5	01	TOTAL	26161	1188	0	0	284	25242	12	2391
2013G1811074	2013G	18	1	10	74		General Election 2013 - 11	Borough President	New York		5	01	TOTAL	21291	614	0	429	190	20042	16	2482
2013G1811075	2013G	18	1	10	75		General Election 2013 - 11	Borough President	New York		5	01	TOTAL	21536	712	0	0	248	20595	20	1901
2013G1811076	2013G	18	1	10	76		General Election 2013 - 11	Borough President	New York		5	01	TOTAL	25170	843	0	1	282	24180	14	2116
2013G1821177	2013G	18	2	11	77		General Election 2013 - 11	Borough President	Bronx		7	01	TOTAL	10140	220	0	132	181	10012	9	661
2013G1821178	2013G	18	2	11	78		General Election 2013 - 11	Borough President	Bronx		7	01	TOTAL	8184	177	0	0	186	7998	7	549
2013G1821179	2013G	18	2	11	79		General Election 2013 - 11	Borough President	Bronx		7	01	TOTAL	11851	228	0	0	193	11392	3	880
2013G1821180	2013G	18	2	11	80		General Election 2013 - 11	Borough President	Bronx		7	01	TOTAL	11935	506	0	1	173	11650	8	965
2013G1821181	2013G	18	2	11	81		General Election 2013 - 11	Borough President	Bronx		7	01	TOTAL	18229	704	0	33	206	17797	15	1375
2013G1821182	2013G	18	2	11	82		General Election 2013 - 11	Borough President	Bronx		7	01	TOTAL	19482	463	0	78	172	18683	6	1512
2013G1821183	2013G	18	2	11	83		General Election 2013 - 11	Borough President	Bronx		7	01	TOTAL	15017	346	0	97	175	14582	6	1053
2013G1821184	2013G	18	2	11	84		General Election 2013 - 11	Borough President	Bronx		7	01	TOTAL	10266	131	0	37	194	9890	7	738
2013G1821185	2013G	18	2	11	85		General Election 2013 - 11	Borough President	Bronx		7	01	TOTAL	10671	186	0	67	178	10424	4	678
2013G1821186	2013G	18	2	11	86		General Election 2013 - 11	Borough President	Bronx		7	01	TOTAL	8561	156	0	0	196	8283	1	630
2013G1821187	2013G	18	2	11	87		General Election 2013 - 11	Borough President	Bronx		7	01	TOTAL	13072	202	0	5	194	12535	6	938
2013G1831241	2013G	18	3	12	41		General Election 2013 - 11	Borough President	Kings		3	01	TOTAL	18152	476	0	7	199	14679	20	4155
2013G1831242	2013G	18	3	12	42		General Election 2013 - 11	Borough President	Kings		3	01	TOTAL	17221	314	0	2	292	15502	14	2327
2013G1831243	2013G	18	3	12	43		General Election 2013 - 11	Borough President	Kings		3	01	TOTAL	19018	394	0	0	244	18109	12	1547
2013G1831244	2013G	18	3	12	44		General Election 2013 - 11	Borough President	Kings		3	01	TOTAL	21572	376	0	0	270	18890	47	3328
2013G1831245	2013G	18	3	12	45		General Election 2013 - 11	Borough President	Kings		3	01	TOTAL	12591	458	0	1	161	8675	25	4536
2013G1831246	2013G	18	3	12	46		General Election 2013 - 11	Borough President	Kings		3	01	TOTAL	17456	658	0	14	185	12781	18	5532
2013G1831247	2013G	18	3	12	47		General Election 2013 - 11	Borough President	Kings		3	01	TOTAL	9699	374	0	0	100	7143	16	3030
2013G1831248	2013G	18	3	12	48		General Election 2013 - 11	Borough President	Kings		3	01	TOTAL	15584	283	0	0	197	11356	50	4708
2013G1831249	2013G	18	3	12	49		General Election 2013 - 11	Borough President	Kings		3	01	TOTAL	7584	209	0	70	74	5711	8	2226
2013G1831250	2013G	18	3	12	50		General Election 2013 - 11	Borough President	Kings		3	01	TOTAL	15157	179	0	3	241	12765	27	2815
2013G1831251	2013G	18	3	12	51		General Election 2013 - 11	Borough President	Kings		3	01	TOTAL	10963	197	0	1	163	9305	13	2019
2013G1831252	2013G	18	3	12	52		General Election 2013 - 11	Borough President	Kings		3	01	TOTAL	28638	753	0	1017	376	27572	41	3212
2013G1831253	2013G	18	3	12	53		General Election 2013 - 11	Borough President	Kings		3	01	TOTAL	12315	124	0	53	214	10174	16	2532
2013G1831254	2013G	18	3	12	54		General Election 2013 - 11	Borough President	Kings		3	01	TOTAL	9847	107	0	16	190	8661	2	1499
2013G1831255	2013G	18	3	12	55		General Election 2013 - 11	Borough President	Kings		3	01	TOTAL	13948	192	0	2	235	12723	4	1654
2013G1831256	2013G	18	3	12	56		General Election 2013 - 11	Borough President	Kings		3	01	TOTAL	17641	223	0	30	263	16440	6	1717
2013G1831257	2013G	18	3	12	57		General Election 2013 - 11	Borough President	Kings		3	01	TOTAL	24525	573	0	122	410	23579	21	2051
2013G1831258	2013G	18	3	12	58		General Election 2013 - 11	Borough President	Kings		3	01	TOTAL	19411	359	0	1	287	18284	4	1774
2013G1831259	2013G	18	3	12	59		General Election 2013 - 11	Borough President	Kings		3	01	TOTAL	19786	339	0	3	250	17189	10	3189
2013G1831260	2013G	18	3	12	60		General Election 2013 - 11	Borough President	Kings		3	01	TOTAL	16891	159	0	11	253	15019	7	2295
2013G1831264	2013G	18	3	12	64		General Election 2013 - 11	Borough President	Kings		3	01	TOTAL	4721	118	0	0	56	3871	8	1024
2013G1841323	2013G	18	4	13	23		General Election 2013 - 11	Borough President	Queens		4	01	TOTAL	18034	815	0	68	259	16761	22	2415
2013G1841324	2013G	18	4	13	24		General Election 2013 - 11	Borough President	Queens		4	01	TOTAL	13459	475	0	0	101	13106	11	929
2013G1841325	2013G	18	4	13	25		General Election 2013 - 11	Borough President	Queens		4	01	TOTAL	13472	397	0	0	89	12547	21	1411
2013G1841326	2013G	18	4	13	26		General Election 2013 - 11	Borough President	Queens		4	01	TOTAL	21097	878	0	1	115	20156	31	1935
2013G1841327	2013G	18	4	13	27		General Election 2013 - 11	Borough President	Queens		4	01	TOTAL	14376	601	0	0	113	13912	27	1178
2013G1841328	2013G	18	4	13	28		General Election 2013 - 11	Borough President	Queens		4	01	TOTAL	17878	728	0	0	98	17506	36	1198
2013G1841329	2013G	18	4	13	29		General Election 2013 - 11	Borough President	Queens		4	01	TOTAL	17580	497	0	1	167	16986	6	1259
2013G1841330	2013G	18	4	13	30		General Election 2013 - 11	Borough President	Queens		4	01	TOTAL	14367	466	0	14	120	13520	36	1447
2013G1841331	2013G	18	4	13	31		General Election 2013 - 11	Borough President	Queens		4	01	TOTAL	12019	307	0	0	124	11433	13	1017
2013G1841332	2013G	18	4	13	32		General Election 2013 - 11	Borough President	Queens		4	01	TOTAL	16455	334	0	6	182	15719	6	1258
2013G1841333	2013G	18	4	13	33		General Election 2013 - 11	Borough President	Queens		4	01	TOTAL	19352	404	0	0	136	18366	17	1526
2013G1841334	2013G	18	4	13	34		General Election 2013 - 11	Borough President	Queens		4	01	TOTAL	10134	237	0	0	121	9506	13	986
2013G1841335	2013G	18	4	13	35		General Election 2013 - 11	Borough President	Queens		4	01	TOTAL	9190	375	0	0	98	8846	17	817
2013G1841336	2013G	18	4	13	36		General Election 2013 - 11	Borough President	Queens		4	01	TOTAL	14716	290	0	1	199	13829	51	1377
2013G1841337	2013G	18	4	13	37		General Election 2013 - 11	Borough President	Queens		4	01	TOTAL	12663	267	0	59	160	12030	20	1119
2013G1841338	2013G	18	4	13	38		General Election 2013 - 11	Borough President	Queens		4	01	TOTAL	9719	196	0	1	98	9113	16	901
2013G1841339	2013G	18	4	13	39		General Election 2013 - 11	Borough President	Queens		4	01	TOTAL	7292	148	0	0	101	6759	7	782
2013G1841340	2013G	18	4	13	40		General Election 2013 - 11	Borough President	Queens		4	01	TOTAL	10014	361	0	0	63	9035	10	1403
2013G1851461	2013G	18	5	14	61		General Election 2013 - 11	Borough President	Richmond		7	01	TOTAL	18075	988	0	0	160	18330	17	893
2013G1851462	2013G	18	5	14	62		General Election 2013 - 11	Borough President	Richmond		7	01	TOTAL	21122	762	0	2	107	21482	12	511
2013G1851463	2013G	18	5	14	63		General Election 2013 - 11	Borough President	Richmond		7	01	TOTAL	18664	937	0	3	101	19094	13	611
2013G1851464	2013G	18	5	14	64		General Election 2013 - 11	Borough President	Richmond		7	01	TOTAL	14258	755	0	2	79	14735	21	359
2013G1911065	2013G	19	1	10	65		General Election 2013 - 11	District Attorney	New York		2	01	TOTAL	16552	329	0	0	190	13285	32	3786
2013G1911066	2013G	19	1	10	66		General Election 2013 - 11	District Attorney	New York		2	01	TOTAL	22232	737	0	1	236	20860	33	2346
2013G1911067	2013G	19	1	10	67		General Election 2013 - 11	District Attorney	New York		2	01	TOTAL	27496	917	0	0	277	25805	24	2885
2013G1911068	2013G	19	1	10	68		General Election 2013 - 11	District Attorney	New York		2	01	TOTAL	17450	400	0	0	268	14333	11	3785
2013G1911069	2013G	19	1	10	69		General Election 2013 - 11	District Attorney	New York		2	01	TOTAL	27975	910	0	58	323	25507	25	3759
2013G1911070	2013G	19	1	10	70		General Election 2013 - 11	District Attorney	New York		2	01	TOTAL	21374	621	0	6	329	18296	33	4034
2013G1911071	2013G	19	1	10	71		General Election 2013 - 11	District Attorney	New York		2	01	TOTAL	20420	494	0	0	275	17061	16	4128
2013G1911072	2013G	19	1	10	72		General Election 2013 - 11	District Attorney	New York		2	01	TOTAL	16145	228	0	0	251	12742	18	3882
2013G1911073	2013G	19	1	10	73		General Election 2013 - 11	District Attorney	New York		2	01	TOTAL	26161	1188	0	0	284	25174	13	2459
2013G1911074	2013G	19	1	10	74		General Election 2013 - 11	District Attorney	New York		2	01	TOTAL	21291	614	0	429	190	19390	16	3134
2013G1911075	2013G	19	1	10	75		General Election 2013 - 11	District Attorney	New York		2	01	TOTAL	21536	712	0	0	248	20026	20	2470
2013G1911076	2013G	19	1	10	76		General Election 2013 - 11	District Attorney	New York		2	01	TOTAL	25170	843	0	1	282	23470	10	2826
2013G1931241	2013G	19	3	12	41		General Election 2013 - 11	District Attorney	Kings		3	01	TOTAL	18152	476	0	7	199	17440	11	1394
2013G1931242	2013G	19	3	12	42		General Election 2013 - 11	District Attorney	Kings		3	01	TOTAL	17221	314	0	2	292	16710	9	1119
2013G1931243	2013G	19	3	12	43		General Election 2013 - 11	District Attorney	Kings		3	01	TOTAL	19018	394	0	0	244	18564	6	1092
2013G1931244	2013G	19	3	12	44		General Election 2013 - 11	District Attorney	Kings		3	01	TOTAL	21572	376	0	0	270	20365	20	1853
2013G1931245	2013G	19	3	12	45		General Election 2013 - 11	District Attorney	Kings		3	01	TOTAL	12591	458	0	1	161	11587	14	1624
2013G1931246	2013G	19	3	12	46		General Election 2013 - 11	District Attorney	Kings		3	01	TOTAL	17456	658	0	14	185	16353	6	1960
